Student_ID,Age,Gender,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Social_Media_Hours,Attendance_Percentage,Assignments_Completed,Class_Participation_Score,Physical_Activity_Hours_Per_Week,Stress_Level,Motivation_Level,Internet_Quality,Part_Time_Job,Extracurricular_Involvement,AI_Tool_Usage_Hours_Per_Week,Previous_Semester_GPA,Productivity_Score,Performance_Category
2959,18.0,Male,6.6,6.5,10.8,4.5,69.8,62.0,6.0,6.2,6.1,5.4,Good,No,6.8,2.7,6.92,57.17,Medium
2960,23.0,Other,2.4,5.3,6.8,5.7,77.2,55.1,4.1,1.3,4.8,3.7,Average,Yes,8.6,1.4,3.77,21.65,Low
2961,18.0,Male,2.0,6.8,4.1,5.3,78.9,100.0,8.9,2.8,4.2,5.6,Average,Yes,4.0,3.7,8.01,62.73,Medium
2962,19.0,Male,4.7,7.2,5.8,4.8,73.9,57.0,4.0,5.9,5.1,6.2,Average,No,3.0,3.1,6.15,52.14,Medium
2963,19.0,,2.1,6.6,6.5,6.3,100.0,97.6,10.0,1.6,5.1,4.4,Average,Yes,1.6,4.7,6.0,53.25,Medium
2964,25.0,Male,2.8,6.4,7.2,6.7,71.1,63.1,9.6,7.0,8.4,10.0,Average,No,6.4,4.0,3.89,57.12,Medium
2965,23.0,Male,4.9,4.9,9.8,3.3,99.1,76.5,6.6,2.6,3.7,8.2,Good,No,1.2,7.3,1.39,54.67,Medium
2966,22.0,Male,0.0,7.4,9.2,5.6,85.3,97.9,6.0,2.3,6.0,5.9,Average,No,4.8,4.7,4.82,41.78,Low
2967,22.0,Male,7.5,4.5,6.5,3.8,93.2,80.1,4.3,0.9,6.0,7.2,Good,No,3.0,4.9,7.11,53.31,Medium
2968,21.0,Female,4.3,7.0,5.9,2.6,60.6,72.6,6.2,4.8,4.9,6.2,Average,No,6.1,4.7,9.62,61.45,Medium
2969,24.0,Female,1.6,4.7,7.0,2.9,93.4,100.0,8.4,4.1,8.0,5.7,Average,No,3.5,12.1,,49.41,Medium
2970,20.0,Male,2.2,7.1,4.5,4.8,92.9,42.0,4.5,5.5,6.7,9.8,Average,No,5.8,13.4,6.53,55.38,Medium
2971,19.0,Female,6.2,7.0,8.5,5.6,71.3,58.0,9.2,3.9,2.0,6.5,Good,No,,3.5,6.95,71.09,High
2972,18.0,Female,5.4,7.5,5.5,4.0,91.0,69.4,8.3,0.4,8.8,3.8,Poor,Yes,3.6,5.6,8.47,54.84,Medium
2973,22.0,Female,7.0,8.1,7.2,2.3,60.8,93.8,5.8,2.7,10.0,6.5,Average,No,5.5,2.1,7.59,49.16,Medium
2974,22.0,Male,2.8,8.4,10.3,2.1,73.8,65.9,7.8,4.0,9.9,6.2,Poor,Yes,7.3,2.1,5.34,52.62,Medium
2975,19.0,Other,4.8,4.9,7.4,0.0,95.2,92.4,,2.0,6.5,5.8,Good,No,5.6,10.4,8.99,56.55,Medium
2976,16.0,Female,5.1,6.9,6.6,3.6,,44.0,5.8,2.2,3.1,6.8,Good,No,6.7,1.2,3.89,54.48,Medium
2977,23.0,Male,5.6,9.6,4.7,3.5,76.6,95.7,10.0,4.5,5.9,5.5,Poor,No,0.5,5.1,8.14,65.38,High
2978,16.0,Male,6.5,7.2,5.8,1.1,98.3,91.1,8.6,2.7,2.7,1.9,Poor,No,5.8,7.5,6.32,77.05,High
2979,22.0,Male,2.8,5.9,3.2,3.9,54.6,55.7,7.1,2.3,7.7,7.2,Poor,No,,16.6,7.18,47.0,Medium
2980,25.0,Female,4.0,6.9,7.3,3.8,77.7,74.4,6.2,0.5,6.7,4.9,Good,Yes,4.4,8.9,5.96,45.65,Low
2981,20.0,Male,3.0,6.5,1.0,0.3,79.1,70.2,5.8,1.0,10.0,5.6,Poor,No,2.4,1.6,6.35,57.19,Medium
2982,18.0,Female,4.1,5.5,8.4,2.4,69.6,83.1,5.9,5.4,7.3,5.6,,No,5.2,5.1,6.86,45.25,Low
2983,22.0,Male,5.6,8.1,7.8,5.5,97.9,95.9,4.3,3.1,3.7,7.3,Average,No,7.3,4.3,8.55,81.82,High
2984,23.0,Female,0.9,7.8,6.2,1.9,68.2,62.7,7.4,3.9,8.5,,Average,No,3.6,3.4,10.0,60.45,Medium
2985,20.0,Male,6.4,5.3,4.7,3.0,68.3,81.7,8.3,4.2,5.4,4.6,Good,No,3.3,7.9,6.18,58.97,Medium
2986,25.0,Female,1.9,6.9,6.0,3.3,47.9,79.4,5.4,0.4,5.2,7.4,Poor,No,2.5,5.6,8.32,48.27,Medium
2987,16.0,Other,3.6,6.3,1.6,3.0,94.4,77.2,7.0,1.6,6.2,4.4,Poor,No,10.0,5.4,6.88,60.18,Medium
2988,20.0,Male,6.7,4.9,8.1,4.2,75.7,100.0,4.4,5.3,4.5,9.4,Poor,Yes,4.3,9.1,4.96,52.99,Medium
2989,22.0,Male,4.9,5.2,5.6,4.7,75.7,77.9,5.9,2.4,4.2,3.5,Good,Yes,1.6,1.7,6.98,46.55,Low
2990,,Male,4.9,5.4,9.8,5.3,77.2,53.1,4.1,0.3,10.0,7.3,Poor,No,2.9,4.8,5.3,16.78,Low
2991,18.0,Female,1.8,6.9,7.0,2.4,95.5,88.3,5.5,0.4,8.2,6.4,Average,No,2.2,5.9,8.12,60.35,Medium
2992,23.0,Female,2.1,6.4,6.6,3.9,100.0,100.0,6.3,0.6,6.9,7.7,Average,No,2.9,2.2,7.49,58.19,Medium
2993,20.0,Male,6.1,5.8,7.0,4.5,57.5,77.5,7.3,1.3,5.7,5.2,Good,No,5.7,6.0,4.42,35.37,Low
2994,19.0,Male,3.0,6.5,3.6,2.8,74.0,99.3,4.7,4.5,2.4,9.4,Average,Yes,9.2,7.8,6.95,67.73,High
2995,17.0,Male,3.2,8.0,4.9,1.7,65.2,67.5,7.0,8.5,7.8,5.3,Good,No,3.9,3.5,8.63,66.1,High
2996,23.0,Other,6.1,7.5,6.3,3.3,77.1,82.5,3.9,3.8,4.4,8.3,Average,No,0.9,5.4,4.47,54.84,Medium
2997,17.0,Female,2.1,8.3,5.2,1.9,78.8,46.9,6.7,0.2,5.0,1.2,Good,No,0.0,3.6,9.31,44.78,Low
2998,19.0,Female,4.7,6.7,4.6,1.7,57.7,64.0,10.0,3.4,7.5,5.6,Average,No,5.3,1.1,4.93,46.47,Low
2999,19.0,Male,4.3,9.1,5.3,3.4,84.8,78.0,5.2,0.9,2.1,8.8,Good,Yes,4.9,4.7,4.96,72.91,High
3000,23.0,Male,4.2,7.5,6.1,2.7,74.2,87.1,3.1,4.2,5.2,6.5,Average,No,3.1,1.5,7.59,60.69,Medium
3001,,Other,3.2,6.4,11.8,3.3,90.1,82.9,8.0,5.2,6.0,10.0,Good,No,2.1,6.1,4.11,60.3,Medium
3002,23.0,Male,3.0,7.1,5.2,0.2,80.4,98.0,6.6,3.0,7.1,10.0,Average,No,0.0,2.9,5.91,69.25,High
3003,18.0,Other,2.0,5.4,4.3,2.7,57.7,47.5,7.0,6.8,4.5,3.0,Good,Yes,4.0,7.1,9.16,39.87,Low
3004,21.0,Male,5.2,6.6,5.6,0.0,88.0,100.0,8.8,2.2,2.1,10.0,Good,No,4.3,8.3,8.33,88.22,High
3005,21.0,Male,2.9,7.6,9.8,1.1,62.6,62.2,4.4,10.7,6.0,7.9,Good,No,0.2,,6.91,55.44,Medium
3006,23.0,Female,6.1,7.8,9.9,2.8,64.0,52.9,4.5,2.0,3.6,7.1,Average,No,1.3,10.6,5.75,58.56,Medium
3007,24.0,Other,3.8,6.5,10.9,5.2,75.9,93.7,7.2,2.0,6.7,2.7,Average,Yes,5.6,2.4,6.64,58.26,Medium
3008,16.0,Other,2.1,10.0,6.2,4.0,76.3,55.0,8.3,7.0,7.9,8.3,Poor,Yes,0.9,7.0,8.01,58.04,Medium
3009,21.0,Male,3.7,6.8,7.6,3.2,57.2,100.0,6.5,2.0,,8.5,Average,No,2.0,8.2,5.82,54.68,Medium
3010,16.0,Male,3.4,4.8,3.4,2.3,78.1,35.7,5.8,4.4,2.8,5.1,Poor,No,5.6,8.3,10.0,46.94,Medium
3011,20.0,Female,6.2,8.6,5.1,2.5,,61.4,6.7,1.8,6.0,9.3,Average,No,8.1,10.5,5.2,60.95,Medium
3012,18.0,,3.5,7.8,3.2,5.4,78.3,90.8,7.6,0.6,6.0,3.1,Good,No,5.2,1.8,6.23,59.1,Medium
3013,19.0,Female,3.6,7.3,7.2,1.0,58.1,87.1,2.8,1.3,3.9,6.1,Average,No,,0.9,7.02,53.83,Medium
3014,19.0,Male,7.0,6.4,6.1,1.7,81.9,27.6,3.8,0.7,8.4,9.2,Average,Yes,4.3,14.6,8.12,44.66,Low
3015,21.0,Other,5.2,7.5,6.6,4.9,88.1,63.1,5.8,3.0,6.0,4.5,Average,Yes,1.5,2.5,7.44,63.51,High
3016,19.0,Female,7.5,9.1,3.9,2.4,62.5,44.1,7.5,5.5,6.0,5.2,Average,Yes,4.4,3.1,7.34,46.46,Low
3017,22.0,Female,6.7,7.3,8.1,6.5,66.0,77.5,10.0,1.3,5.6,4.7,Good,Yes,4.5,2.9,5.71,54.09,Medium
3018,19.0,Female,2.4,5.1,1.0,4.2,90.2,75.9,5.8,,9.4,5.2,Average,No,7.7,2.5,4.12,54.61,Medium
3019,16.0,Male,6.2,3.0,5.4,5.1,100.0,70.5,6.5,0.8,8.9,5.8,Average,Yes,2.8,2.4,10.0,24.55,Low
3020,22.0,Other,7.3,7.5,5.7,0.1,77.8,73.1,4.5,0.9,4.8,,Good,No,4.9,7.3,5.43,58.44,Medium
3021,18.0,Female,7.3,5.7,1.0,4.9,74.2,55.2,7.4,2.2,7.6,10.0,Good,No,5.9,11.8,7.48,61.93,Medium
3022,20.0,Female,6.2,6.9,7.0,1.5,82.6,61.8,3.6,2.1,5.4,4.7,Average,Yes,3.3,5.8,6.06,45.3,Low
3023,22.0,Other,6.1,5.9,5.6,4.3,97.6,94.2,6.0,0.8,7.1,5.5,Good,No,1.6,4.5,4.35,55.28,Medium
3024,19.0,Female,3.6,5.9,7.4,2.3,68.9,66.2,3.9,6.5,4.0,4.0,Poor,No,4.6,2.0,8.36,36.0,Low
3025,16.0,Female,2.5,6.0,11.0,3.4,73.7,64.7,1.4,1.6,5.1,3.1,Average,Yes,4.1,0.8,8.29,33.49,Low
3026,19.0,,3.5,6.1,6.8,1.0,73.4,95.5,10.0,2.4,2.0,7.1,Poor,No,2.6,6.9,6.16,63.0,Medium
3027,24.0,Male,0.9,8.0,8.4,0.0,61.6,53.8,7.8,1.9,5.5,9.4,Good,No,2.7,7.0,5.34,51.62,Medium
3028,21.0,Male,6.9,7.7,9.5,3.3,91.1,100.0,7.8,3.8,3.6,10.0,Average,No,8.8,5.6,6.57,80.02,High
3029,21.0,Male,3.6,5.4,7.2,2.5,83.4,100.0,8.0,3.8,2.6,7.6,Poor,No,1.9,0.9,6.23,61.59,Medium
3030,21.0,Male,6.8,5.6,3.8,1.4,53.8,56.7,9.1,3.0,5.7,6.0,Good,No,4.0,3.7,8.98,57.6,Medium
3031,18.0,Male,1.7,7.5,1.9,0.0,79.9,91.6,6.4,6.4,3.1,9.1,Good,,7.2,8.9,4.24,79.77,High
3032,19.0,Male,6.4,8.4,6.9,0.0,100.0,36.1,7.9,1.4,4.1,5.8,Average,No,1.1,4.4,7.12,64.99,High
3033,22.0,Male,3.2,8.3,5.0,3.9,83.6,76.8,4.9,3.6,9.7,8.9,Poor,No,0.5,13.2,5.16,63.2,High
3034,17.0,Male,1.6,5.7,9.2,2.5,100.0,56.8,5.6,1.1,3.3,4.6,Average,No,2.8,7.3,8.49,43.02,Low
3035,18.0,Male,7.5,8.3,,1.9,72.7,84.1,2.6,2.0,4.8,9.7,Average,Yes,1.1,5.7,6.43,73.51,High
3036,18.0,Female,6.4,4.7,6.0,3.4,92.6,80.7,6.4,0.8,3.2,5.7,Average,Yes,3.9,12.3,7.79,50.32,Medium
3037,20.0,Female,4.6,6.7,3.1,4.8,97.1,70.0,4.8,0.3,8.6,9.0,Average,Yes,8.1,21.0,5.82,63.31,High
3038,25.0,,4.3,7.6,5.1,3.5,79.1,55.3,5.7,1.7,6.0,9.9,Poor,Yes,0.0,2.2,4.95,65.37,High
3039,16.0,Female,5.1,4.3,3.6,2.2,74.7,91.5,7.8,1.0,8.0,6.5,Good,No,4.7,8.4,7.16,36.4,Low
3040,20.0,Female,4.6,9.7,3.9,6.8,94.3,74.4,6.7,2.0,6.4,6.1,Average,Yes,3.5,1.9,7.32,59.35,Medium
3041,18.0,Male,2.6,8.7,5.9,1.9,87.0,,8.3,4.3,6.0,9.0,Poor,No,2.7,12.8,6.84,65.43,High
3042,25.0,Female,3.4,7.8,4.5,0.5,92.4,65.8,4.7,4.2,6.8,7.7,Good,No,3.6,1.5,5.8,62.79,Medium
3043,17.0,Other,8.1,5.7,12.6,3.2,85.4,73.3,6.8,2.6,1.6,8.9,Average,Yes,4.4,6.9,5.74,46.82,Medium
3044,19.0,Female,9.5,6.9,8.1,2.5,79.0,73.2,,1.7,3.0,7.8,Good,Yes,3.4,1.7,4.24,45.3,Low
3045,22.0,,7.3,8.0,8.7,4.7,78.8,80.6,,5.0,6.6,6.8,Average,No,6.0,2.8,6.59,62.73,Medium
3046,22.0,Female,5.2,5.5,5.7,2.1,75.4,92.2,5.3,2.9,6.2,7.9,Poor,Yes,2.2,2.7,4.24,50.09,Medium
3047,19.0,Male,3.5,6.8,6.3,2.7,85.2,93.9,3.8,1.6,3.1,6.4,Average,Yes,5.5,1.3,7.82,54.57,Medium
3048,19.0,Female,2.6,8.2,4.9,1.4,77.7,70.9,5.1,3.2,5.7,3.7,Good,No,,12.4,7.74,62.66,Medium
3049,19.0,Other,2.7,5.1,12.6,4.5,83.3,82.7,7.3,2.5,4.9,7.0,Poor,No,3.2,4.8,7.94,45.56,Low
3050,18.0,Female,3.1,7.4,5.7,3.3,69.7,71.4,4.0,0.9,7.7,5.0,Average,Yes,8.6,5.1,5.83,57.32,Medium
3051,18.0,Female,8.5,4.7,4.5,2.5,68.9,96.8,4.5,2.3,6.1,4.3,Average,No,3.4,3.1,10.0,42.07,Low
3052,20.0,Male,7.8,5.8,4.1,2.7,87.6,72.6,8.7,4.4,6.3,,Good,No,2.9,2.1,6.96,51.82,Medium
3053,18.0,Other,5.7,6.3,6.8,3.0,85.1,77.2,,0.7,3.9,3.4,Average,No,4.1,2.5,6.54,51.95,Medium
3054,18.0,Female,2.3,7.7,9.6,0.4,74.4,74.5,7.8,2.5,4.8,1.0,Good,No,7.2,3.4,5.66,47.09,Medium
3055,21.0,Male,6.0,6.1,8.7,5.1,97.9,83.3,9.8,4.4,3.7,7.6,,Yes,9.1,0.9,6.83,72.91,High
3056,25.0,Female,3.7,7.2,4.1,5.0,69.3,86.4,9.0,2.9,5.5,4.7,Average,No,5.1,6.2,3.95,57.71,Medium
3057,21.0,Male,0.0,6.1,4.0,3.1,85.7,99.9,5.8,8.6,5.5,6.6,Poor,No,6.7,0.7,6.83,59.51,Medium
3058,17.0,Male,4.8,6.3,9.1,2.9,86.0,96.8,10.0,0.8,7.0,5.7,Good,Yes,7.8,1.2,5.87,63.72,High
3059,17.0,Female,2.5,8.6,11.3,1.2,80.7,75.8,9.4,2.4,8.2,8.2,Poor,No,2.6,9.9,8.57,61.68,Medium
3060,25.0,Male,2.6,5.5,5.6,6.1,96.5,74.2,5.8,4.7,5.4,,Average,No,,9.3,7.79,58.25,Medium
3061,19.0,Female,3.7,8.0,9.0,5.7,100.0,70.9,6.6,1.9,1.0,3.2,Poor,Yes,6.8,14.2,5.38,47.23,Medium
3062,17.0,Male,3.2,7.0,2.3,3.7,65.0,93.1,,2.0,8.5,7.9,Good,Yes,4.7,10.0,6.48,50.29,Medium
3063,21.0,Male,4.1,6.3,3.9,4.5,50.4,79.4,5.8,0.4,6.9,1.0,Poor,No,4.8,11.6,4.07,29.47,Low
3064,21.0,Other,4.0,5.4,3.5,5.2,73.6,100.0,2.6,4.2,3.6,6.5,Average,No,6.0,10.3,5.63,59.17,Medium
3065,21.0,Male,0.4,5.5,7.0,4.8,67.2,73.9,4.7,2.6,10.0,6.5,Good,No,4.7,3.6,7.13,22.24,Low
3066,18.0,Female,7.2,6.0,5.6,1.5,74.3,100.0,7.7,3.8,5.7,7.4,Poor,No,1.4,6.4,6.29,60.64,Medium
3067,16.0,Female,2.2,6.8,6.6,2.4,100.0,100.0,3.7,6.8,4.1,10.0,Good,Yes,2.5,9.5,4.54,71.13,High
3068,25.0,Female,2.3,7.8,9.0,3.8,100.0,100.0,5.3,4.5,4.6,5.2,Average,No,3.7,8.5,4.31,70.44,High
3069,18.0,Female,3.5,6.6,4.4,3.4,67.7,69.1,7.2,2.2,7.7,7.0,Poor,No,7.4,4.3,6.92,54.1,Medium
3070,21.0,Female,4.0,6.7,6.2,4.4,82.9,73.5,5.4,0.6,4.2,7.4,Good,No,4.3,11.6,7.44,56.55,Medium
3071,22.0,Male,7.1,6.9,2.7,4.2,82.6,72.1,8.5,3.2,2.3,6.2,Poor,Yes,0.0,3.5,8.54,63.15,High
3072,21.0,Female,4.7,7.6,8.9,3.4,84.5,100.0,8.6,1.7,8.3,4.2,Good,Yes,4.1,8.6,6.33,51.26,Medium
3073,19.0,Male,5.3,7.8,8.7,0.0,62.2,66.9,4.6,2.7,5.5,2.6,Average,No,0.0,3.8,9.96,43.16,Low
3074,18.0,Female,4.7,5.2,6.9,5.1,96.1,64.6,5.0,7.3,4.4,4.5,Poor,No,2.5,4.7,4.27,50.69,Medium
3075,21.0,Other,4.7,6.6,6.3,4.5,,87.5,6.1,0.6,7.5,3.0,Average,No,0.1,5.2,6.11,47.14,Medium
3076,23.0,Female,4.8,8.6,4.7,6.7,73.8,51.1,4.5,2.6,5.8,3.2,Good,Yes,4.1,8.4,6.86,46.88,Medium
3077,24.0,Female,0.3,5.3,2.5,2.1,96.0,88.8,9.6,2.3,4.8,6.1,Poor,Yes,6.5,3.2,6.83,64.34,High
3078,17.0,Female,3.7,7.1,6.8,0.0,61.3,54.5,5.1,5.9,4.9,3.1,Good,Yes,2.0,3.4,5.89,47.79,Medium
3079,17.0,Female,6.5,6.8,7.9,2.7,58.0,67.6,8.0,3.4,6.3,7.3,Average,Yes,2.3,3.7,5.02,47.14,Medium
3080,24.0,Other,12.0,6.3,11.0,3.8,83.4,95.8,2.7,0.9,8.0,3.5,Poor,No,6.6,13.3,4.36,18.19,Low
3081,22.0,Male,1.8,9.1,5.0,2.2,85.6,65.0,4.3,3.5,6.5,7.8,Good,,3.6,0.6,4.73,55.43,Medium
3082,24.0,Male,5.0,7.0,6.7,5.5,77.9,80.5,3.6,2.1,9.4,3.9,Average,Yes,2.6,5.5,6.79,45.52,Low
3083,18.0,Female,3.1,9.0,8.8,1.8,94.4,96.8,3.3,2.2,2.5,7.5,Good,No,5.6,3.9,10.0,80.54,High
3084,21.0,Female,8.3,7.0,8.9,2.8,71.5,54.5,4.9,6.3,3.5,6.4,Average,No,4.7,7.7,6.23,56.94,Medium
3085,22.0,Male,1.5,7.6,4.4,2.6,95.7,78.1,6.8,4.0,1.6,7.3,Average,No,2.2,7.0,7.02,75.14,High
3086,22.0,Male,5.4,6.2,5.3,8.0,90.2,86.6,9.4,1.4,4.6,5.1,Good,Yes,5.3,,6.23,64.09,High
3087,19.0,Male,,6.3,4.7,1.4,100.0,49.4,5.6,0.8,9.2,4.9,Average,Yes,0.0,10.7,7.2,39.05,Low
3088,16.0,Other,3.6,7.5,3.7,4.1,57.0,56.3,6.2,6.9,6.9,9.8,Average,No,3.9,7.0,3.65,51.86,Medium
3089,21.0,Female,4.1,7.6,9.7,0.8,73.7,100.0,6.7,0.8,7.3,3.8,Good,Yes,2.9,8.0,4.42,51.5,Medium
3090,18.0,Male,6.3,7.8,6.2,3.6,68.2,54.4,4.4,2.1,6.2,4.2,Average,No,2.0,4.9,4.7,36.74,Low
3091,20.0,Male,2.0,7.5,5.8,1.3,90.1,68.7,5.9,3.9,4.0,1.7,Good,Yes,0.7,8.2,8.52,58.78,Medium
3092,25.0,Male,5.5,5.3,6.6,5.0,100.0,38.7,10.0,1.2,8.8,4.4,Average,No,4.8,1.2,5.19,43.57,Low
3093,19.0,Male,4.2,6.0,6.1,4.6,75.2,60.9,6.9,0.9,4.3,2.7,Average,No,7.0,5.5,6.57,52.32,Medium
3094,23.0,Male,4.7,8.1,5.4,3.5,87.8,89.0,10.0,3.2,5.1,9.7,Poor,No,3.0,0.7,5.55,72.55,High
3095,18.0,,6.1,4.5,4.1,0.5,98.8,92.3,6.1,1.3,9.7,7.5,Good,Yes,1.4,2.3,8.84,55.91,Medium
3096,21.0,Other,1.6,7.4,9.9,2.9,84.2,89.3,4.6,6.4,6.7,4.6,Average,No,2.7,3.2,8.2,53.32,Medium
3097,25.0,Male,5.8,6.9,4.6,2.5,89.1,74.4,8.3,1.3,7.4,7.8,Average,No,7.0,1.1,7.75,68.48,High
3098,17.0,Male,3.1,8.1,3.7,4.5,54.2,55.6,8.8,7.8,4.5,1.0,Average,No,2.0,4.5,8.24,58.08,Medium
3099,16.0,Male,6.4,7.5,5.8,1.4,100.0,82.4,4.9,0.5,2.5,3.6,Good,No,6.1,2.4,7.39,72.56,High
3100,20.0,Male,4.9,6.1,11.4,5.1,76.1,67.1,6.8,3.7,2.6,7.6,Good,Yes,0.2,1.8,6.07,51.11,Medium
3101,17.0,Male,3.8,6.1,3.9,4.7,100.0,,5.9,2.8,4.1,3.5,Poor,No,2.9,7.9,7.53,54.64,Medium
3102,22.0,Male,3.0,6.3,7.8,0.5,68.9,75.5,3.0,2.1,4.9,4.6,Good,Yes,,15.1,6.6,32.89,Low
3103,24.0,Male,5.8,7.8,5.4,2.6,86.2,97.9,3.1,2.3,5.5,8.1,Poor,Yes,3.3,6.4,2.82,56.83,Medium
3104,20.0,Female,6.7,4.0,6.6,2.9,90.7,95.0,5.5,2.2,6.0,6.9,Average,No,7.0,3.4,7.59,52.2,Medium
3105,18.0,Female,3.1,7.2,8.3,4.8,47.5,96.2,8.5,6.9,5.7,3.3,Average,No,5.5,2.6,7.29,51.37,Medium
3106,20.0,Female,1.9,5.9,1.7,1.8,100.0,80.5,7.9,3.8,7.0,5.2,Average,No,4.8,7.6,8.64,64.8,High
3107,22.0,Male,5.6,7.2,3.8,3.4,89.7,58.3,4.0,4.0,6.1,4.6,Good,Yes,3.5,7.2,6.3,51.24,Medium
3108,16.0,Female,1.3,,8.3,5.0,60.6,85.6,3.5,1.9,7.7,4.5,Average,Yes,5.5,8.2,5.05,34.56,Low
3109,21.0,Other,1.6,4.8,6.2,3.5,84.8,77.7,4.1,3.8,6.5,,Average,No,4.1,1.2,7.62,29.89,Low
3110,21.0,Male,2.1,6.7,6.5,0.0,84.7,70.4,3.9,0.6,5.8,8.7,Average,No,4.7,3.8,7.31,53.21,Medium
3111,21.0,Male,3.4,7.2,7.8,2.1,78.3,87.0,4.1,4.7,4.0,4.2,Good,No,2.9,5.6,8.14,65.18,High
3112,18.0,Female,1.5,7.1,3.8,4.6,72.3,83.2,1.5,2.1,6.7,8.6,Average,Yes,7.6,4.4,7.61,50.99,Medium
3113,22.0,Male,,6.8,8.6,4.4,79.1,63.8,0.6,1.4,,7.9,Average,Yes,7.0,2.9,5.88,40.14,Low
3114,17.0,Male,1.9,5.4,8.0,0.0,91.2,63.0,0.4,0.7,8.3,8.1,Average,No,1.0,7.8,7.07,36.1,Low
3115,18.0,Female,5.5,5.6,6.6,3.4,90.7,54.3,2.6,2.7,7.7,7.2,Poor,No,0.7,,6.4,39.44,Low
3116,23.0,Female,1.7,5.2,7.2,4.7,80.1,79.6,8.6,0.3,4.9,7.2,Good,Yes,2.5,6.8,4.33,50.3,Medium
3117,22.0,Male,3.5,7.7,8.9,4.0,83.0,91.3,10.0,0.7,4.6,6.5,Good,No,5.7,4.6,7.72,68.05,High
3118,16.0,Female,8.1,6.8,4.5,4.2,78.3,64.4,10.0,1.0,7.6,4.9,Average,No,0.0,9.2,5.85,53.13,Medium
3119,18.0,Other,4.1,6.9,7.7,6.7,67.4,55.8,6.5,4.2,5.4,9.5,Good,No,4.0,10.3,6.65,51.95,Medium
3120,18.0,Male,4.9,4.8,10.4,2.9,79.3,84.1,4.3,3.7,7.5,5.1,Average,No,2.6,3.5,5.77,39.54,Low
3121,18.0,Female,2.3,7.0,7.6,3.5,70.5,100.0,5.1,4.3,7.8,5.8,Average,No,0.0,1.0,5.79,49.0,Medium
3122,18.0,Male,8.5,7.8,5.4,1.3,67.1,100.0,6.3,5.0,3.8,7.5,Average,Yes,3.2,1.3,6.58,68.12,High
3123,16.0,Male,3.1,4.6,11.8,1.9,48.6,100.0,10.0,2.3,2.2,7.0,Average,Yes,4.3,13.1,6.35,43.01,Low
3124,20.0,Female,3.7,6.3,6.6,2.4,74.7,74.1,3.8,1.2,5.3,3.2,,Yes,2.6,3.9,,36.65,Low
3125,22.0,Male,6.8,5.0,9.5,4.5,90.2,58.8,6.0,3.9,7.5,5.6,Average,No,7.1,2.6,9.93,35.05,Low
3126,21.0,Male,3.8,6.5,4.9,1.7,95.9,85.9,6.2,8.3,5.4,5.6,Good,No,3.8,4.7,6.02,79.52,High
3127,21.0,Male,4.3,5.8,8.7,5.2,85.8,73.7,5.8,0.8,7.8,8.9,Average,No,4.1,6.0,8.78,50.8,Medium
3128,17.0,Female,,7.5,4.6,1.0,63.2,71.4,1.6,3.2,3.0,7.0,Average,No,6.1,1.7,6.27,48.81,Medium
3129,25.0,Female,3.7,7.2,6.8,4.2,78.0,100.0,5.4,1.5,1.5,9.9,Poor,Yes,1.8,1.8,6.68,65.5,High
3130,23.0,Male,4.9,8.7,4.5,4.0,65.0,99.9,3.0,2.1,,5.8,Good,No,,10.7,6.18,59.26,Medium
3131,23.0,Female,5.3,6.9,10.8,3.5,100.0,86.5,10.0,6.6,3.2,5.9,Poor,Yes,3.8,5.1,7.82,78.84,High
3132,23.0,Male,2.9,7.4,5.4,4.8,75.0,73.3,7.3,1.2,4.5,5.8,Average,No,2.4,8.2,4.69,46.35,Low
3133,24.0,Female,2.7,6.3,3.2,1.7,73.6,75.1,8.5,2.2,5.1,7.0,Poor,No,0.3,11.1,6.66,64.41,High
3134,20.0,Male,3.0,5.6,,2.2,92.0,47.2,4.1,1.5,7.8,10.0,Good,No,3.9,2.5,8.28,54.28,Medium
3135,18.0,Female,1.4,8.1,7.3,1.3,79.5,93.8,5.0,3.4,7.2,6.2,Poor,Yes,4.3,1.5,6.72,52.73,Medium
3136,21.0,Other,1.0,8.6,5.9,3.0,93.9,98.4,10.0,6.5,4.5,4.0,Average,Yes,3.4,5.6,2.88,58.87,Medium
3137,22.0,Female,4.8,7.9,4.0,2.8,65.4,61.2,8.3,0.9,8.0,6.7,Good,No,6.5,2.1,8.0,60.86,Medium
3138,22.0,,6.1,7.2,8.6,4.5,81.2,63.7,6.9,3.0,10.0,4.5,Average,No,4.3,2.6,4.32,41.8,Low
3139,20.0,Female,5.9,5.7,9.1,3.7,86.6,92.6,9.0,0.6,5.5,4.8,Average,Yes,5.9,4.0,5.44,55.18,Medium
3140,16.0,Male,0.0,8.5,1.9,4.2,46.0,69.2,10.0,2.0,8.3,6.4,Average,No,4.7,14.6,5.7,40.46,Low
3141,19.0,Other,3.7,7.8,3.8,2.6,71.1,95.4,9.3,3.6,10.0,10.0,Average,No,6.1,4.1,8.5,77.47,High
3142,24.0,Male,2.0,9.6,5.6,3.7,72.0,60.9,8.3,0.9,7.1,5.4,Average,No,8.6,1.0,9.35,45.89,Low
3143,21.0,Male,4.5,5.5,4.7,6.3,80.7,69.4,8.5,5.6,4.9,6.7,Average,No,4.4,9.2,4.21,55.61,Medium
